n_codigo,x_nombre,n_estado
969,Especialidad: Dermatología,1
970,Especialidad: Endocrinología,1
971,Especialidad: Gastroenterología,1
972,Especialidad: Geriatría,1
973,Especialidad: Ginecología Y Obstetricia,1
974,Especialidad: Hematología,1
975,Especialidad: Inmunología Y Alergia,1
976,Especialidad: Medicina De Emergencias Y Desastres,1
977,Especialidad: Medicina De Enfermedades Infecciosas Y Tropicales,1
978,Especialidad: Medicina Familiar Y Comunitaria,1
979,Especialidad: Medicina Física Y De Rehabilitación,1
980,Especialidad: Medicina Intensiva,1
981,Especialidad: Medicina Interna,1
982,Especialidad: Medicina Nuclear,1
983,Especialidad: Medicina Ocupacional Y Del Medio Ambiente,1
984,Especialidad: Medicina Oncológica,1
985,Especialidad: Nefrología,1
986,Especialidad: Neumología,1
987,Especialidad: Neurocirugía,1
988,Especialidad: Neurología,1
989,Especialidad: Oftalmología,1
990,Especialidad: Ortopedia Y Traumatología,1
991,Especialidad: Otorrinolaringología,1
992,Especialidad: Patología Clínica,1
993,Especialidad: Pediatría,1
994,Especialidad: Psiquiatría,1
995,Especialidad: Radiología,1
996,Especialidad: Radioterapia,1
997,Especialidad: Reumatología,1
998,Especialidad: Urología,1
999,Estadística,1
1000,Estadística Aplicada,1
1001,Estadística E Informática,1
1002,Estadística E Investigación Científica,1
1003,Estadística Informática,1
1004,Estadística Matemática,1
1005,Estimulación Prenatal Psicoprofilaxis Obstétrica Y Del Climaterio,1
1006,Estomatología,1
1007,Estomatología De Pacientes Especiales,1
1008,Estrategias De Evaluación E Intervención En Dificultades De Lenguaje Infantil,1
1009,Estudios Culturales,1
1010,Estudios De Género,1
1011,Estudios Psicoanalíticos,1
1012,Estudios Teóricos En Psicoanálisis,1
1013,Ética En Salud Y Bioética Clínica,1
1014,Executive Master In Finance,1
1015,Executive Master Of Business Administration,1
1016,Farmacia Clínica,1
1017,Farmacia Clínica Y Hospitalaria,1
1018,Farmacia Hospitalaria,1
1019,Farmacia Y Bioquímica,1
1020,Farmacología,1
1021,Filosofía,1
1022,"Filosofía, Psicología Y Ciencias Sociales",1
1023,Finanzas,1
1024,"Finanzas (Privadas, Públicas E Internacionales)",1
1025,Finanzas Corporativas Y Riesgo Financiero,1
1026,Finanzas Internacionales,1
1027,Física,1
1028,Física Aplicada,1
1029,Fisiología,1
1030,Fisioterapia Cardiorespiratoria,1
1031,Fisioterapia Del Deporte,1
1032,Fisioterapia En El Adulto Mayor,1
1033,Fisioterapia En Quemados Y Cirugía Plástica Reconstructiva,1
1034,Fitopatología,1
1035,Fonoaudiología,1
1036,"Fonoaudiología Con Mención En Motricidad Orofacial, Voz Y Tartamudez",1
1037,Fonoaudiología Con Mención En Trastornos Del Lenguaje En Niños Y Adolescentes,1
1038,"Formulación, Gestión Y Evaluación De Proyectos Sociales Y De Salud",1
1039,Fruticultura De Exportación,1
1040,Gastroenterología,1
1041,Gastroenterología Pediátrica,1
1042,Gastronomía,1
1043,Gastronomía Y Gestión Culinaria,1
1044,Gastronomía Y Gestión De Restaurantes,1
1045,Gastronomía Y Gestión Empresarial,1
1046,Género Y Desarrollo,1
1047,Genética,1
1048,Genética Médica,1
1049,Genética Y Biología Molecular,1
1050,Genética Y Biotecnología,1
1051,Geografía,1
1052,Geografía Y Medio Ambiente,1
1053,Geología,1
1054,Geometalurgia,1
1055,Gerencia De Costos Y Presupuestos,1
1056,Gerencia De La Calidad Y Desarrollo Humano,1
1057,Gerencia De La Calidad Y Sistemas De Gestión,1
1058,Gerencia De Laboratorios Veterinarios,1
1059,Gerencia De Marketing Y Ventas,1
1060,Gerencia De Programas De Salud Y Producción Animal,1
1061,Gerencia De Proyectos De Inversión En Salud,1
1062,Gerencia De Proyectos De Inversión En Salud (Virtual: Semipresencial),1
1063,Gerencia De Proyectos Y Calidad,1
1064,Gerencia De Servicios De Salud,1
1065,Gerencia De Servicios De Salud (Virtual: Semipresencial),1
1066,Gerencia De Servicios De Salud Reproductiva,1
1067,Gerencia De Tecnologías De Información,1
1068,Gerencia Del Desarrollo Competitivo Regional,1
1069,Gerencia Del Mantenimiento,1
1070,Gerencia Educativa,1
1071,Gerencia Educativa Y Programas Sociales,1
1072,Gerencia En Agronegocios,1
1073,Gerencia En Salud,1
1074,Gerencia En Servicios De Salud,1
1075,Gerencia Estratégica,1
1076,Gerencia Financiera Y Gestión De Riesgos,1
1077,Gerencia Logística Y Supply Chain Management,1
1078,Gerencia Pública,1
1079,Gerencia Pública Regional Y Municipal,1
1080,Gerencia Pública Y Gobernabilidad,1
1081,Gerencia Social,1
1082,Gerencia Social Con Mención En Gerencia De La Participación Comunitaria,1
1083,Gerencia Social Con Mención En Gerencia De Prevención Y Mitigación De Riesgos De Desastres,1
1084,Gerencia Social Con Mención En Gerencia De Programas Y Proyectos De Desarrollo,1
1085,Gerencia Social Con Mención En Gerencia Del Desarrollo Económico Local,1
1086,Gerencia Tributaria,1
1087,Gerencia Y Administración De Servicios De Salud,1
1088,Gerencia Y Gestión En Los Servicios De Salud,1
1089,Geriatría,1
1090,Gestión,1
1091,Gestión Ambiental Para El Desarrollo Sostenible,1
1092,Gestión Con Mención En Gestión De Empresas,1
1093,Gestión Con Mención En Gestión De Proyectos,1
1094,Gestión Con Mención En Gestión Pública,1
1095,"Gestión Cultural, Patrimonio Y Turismo",1
1096,"Gestión Cultural, Patrimonio Y Turismo ( Virtual: Semipresencial)",1
1097,Gestión De Empresas,1
1098,Gestión De Empresas Turísticas Y Hoteleras,1
1099,Gestión De Empresas Turísticas Y Hoteleras (Virtual: Semipresencial),1
1100,Gestión De Estrategias E Innovaciones Didácticas,1
1101,Gestión De Industrias Creativas,1
1102,Gestión De La Información Y Del Conocimiento,1
1103,Gestión De Los Recursos Hídricos,1
1104,Gestión De Negocios Internacionales,1
1105,Gestión De Operaciones Y Servicios Logísticos,1
1106,Gestión De Políticas Y Programas Para El Desarrollo Infantil Temprano,1
1107,Gestión De Recursos Humanos,1
1108,Gestión Del Bienestar Social,1
1109,Gestión Del Patrimonio Cultural,1
1110,Gestión E Innovación En Gastronomía,1
1111,Gestión Económica Global,1
1112,Gestión Empresarial,1
1113,Gestión En Comercio Exterior,1
1114,Gestión En Turismo Y Hotelería,1
1115,"Gestión Estratégica Con Mención En Ciencias, Ingeniería Y Tecnología",1
1116,Gestión Estratégica Con Mención En Economía Aplicada Y Finanzas,1
1117,Gestión Estratégica Con Mención En Gestión Empresarial Y Sostenibilidad,1
1118,Gestión Estratégica Con Mención En Innovación Y Gestión En Educación Superior,1
1119,Gestión Estratégica Del Talento,1
1120,Gestión Farmacéutica Y Asuntos Regulatorios,1
1121,Gestión Integrada De Los Recursos Hídricos,1
1122,"Gestión Integrada En Seguridad, Salud Ocupacional Y Medio Ambiente",1
1123,Gestión Integral De Cuencas Hidrográficas,1
1124,Gestión Medio Ambiental Y Desarrollo,1
1125,Gestión Municipal,1
1126,Gestión Para El Desarrollo Sustentable,1
1127,Gestión Para La Prevención Y Atención De Desastres Y Desarrollo Sostenible,1
1128,Gestión Pesquera,1
1129,Gestión Pública,1
1130,Gestión Pública (Virtual: Semipresencial),1
1131,Gestión Pública Para El Desarrollo Social,1
1132,Gestión Pública Y Desarrollo Social,1
1133,Gestión Tributaria,1
1134,Gestión Tributaria Empresarial,1
1135,"Gestión Turística, Hotelería Y Gastronomía",1
1136,Gestión Y Desarrollo De Recursos Humanos,1
1137,Gestión Y Dirección De Empresas Constructoras E Inmobiliarias,1
1138,Gestión Y Dirección Estratégica De Instituciones Educativas,1
1139,"Gestión Y Negocios, Con Mención En Gestión De Proyectos",1
1140,Gestión Y Política De La Innovación Y La Tecnología,1
1141,Ginecología Oncológica,1
1142,Ginecología Y Obstetricia,1
1143,Ginecología Y Obstetricia De La Niña Y Adolescente,1
1144,Global Executive Master Of Business Administration,1
1145,Gobierno Y Gestión Pública,1
1146,Gobierno Y Política Pública,1
1147,Gobierno Y Políticas Públicas,1
1148,Grabado,1
1149,Hematología,1
1150,Hematología Pediátrica,1
1151,Hemoterapia Y Banco De Sangre,1
1152,Historia,1
1153,Historia Con Mención En Estudios Andinos,1
1154,Historia Con Mención En Historia Económica,1
1155,Historia Del Arte,1
1156,Historia Del Arte Y Curaduría,1
1157,Historia Y Geografía,1
1158,Historia Y Gestión Cultural,1
1159,Histotecnología,1
1160,Horticultura,1
1161,Hotelería,1
1162,Hotelería Y Administración,1
1163,Humanidades,1
1164,Idioma Extranjero - Inglés,1
1165,Idiomas,1
1166,Industria Farmacéutica,1
1167,Industrias Alimentarias,1
1168,Infectología Pediátrica,1
1169,Informática,1
1170,Informática Con Mención En Ciencias De La Computación,1
1171,Informática Con Mención En Ingeniería De Software,1
1172,Informática Contable Y Financiera,1
1173,Informática Educativa,1
1174,Informática Educativa Y Nuevas Tecnologías,1
1175,Ingeniería,1
1176,Ingeniería Acuícola,1
1177,Ingeniería Aeronáutica,1
1178,Ingeniería Agraria Con Mención Forestal,1
1179,Ingeniería Agrícola,1
1180,Ingeniería Agrícola Y Forestal,1
1181,Ingeniería Agroecológica Y Desarrollo Rural,1
1182,Ingeniería Agroforestal,1
1183,Ingeniería Agroforestal Acuícola,1
1184,Ingeniería Agroindustrial,1
1185,Ingeniería Agroindustrial E Industrias Alimentarias,1
1186,Ingeniería Agroindustrial Y De Biocomercio,1
1187,Ingeniería Agrónoma,1
1188,Ingeniería Agronómica,1
1189,Ingeniería Agronómica Tropical,1
1190,Ingeniería Agronómica Y Agrícola,1
1191,Ingeniería Agropecuaria,1
1192,Ingeniería Alimentaria,1
1193,Ingeniería Ambiental,1
1194,Ingeniería Ambiental Y De Recursos Naturales,1
1195,Ingeniería Ambiental Y Forestal,1
1196,Ingeniería Ambiental Y Recursos Naturales,1
1197,Ingeniería Ambiental Y Sanitaria,1
1198,Ingeniería Ambiental Y Seguridad Industrial,1
1199,Ingeniería Ambiental Y Sostenible,1
1200,Ingeniería Automotriz,1
1201,Ingeniería Biomédica,1
1202,Ingeniería Biotecnológica,1
1203,Ingeniería Civil,1
1204,Ingeniería Civil Con Mención En Diagnóstico Y Reparación De Construcciones Patrimoniales Y Existentes,1
1205,Ingeniería Civil Con Mención En Estructuras Sismorresistentes,1
1206,Ingeniería Civil Con Mención En Gestión De Riesgos Naturales,1
1207,Ingeniería Civil Y Diseño Arquitectónico,1
1208,Ingeniería Comercial,1
1209,Ingeniería Comercial Y Negocios Internacionales,1
1210,Ingeniería De Alimentos,1
1211,Ingeniería De Ciberseguridad,1
1212,Ingeniería De Computación Y Sistemas,1
1213,Ingeniería De Construcción,1
1214,Ingeniería De Control Y Automatización,1
1215,Ingeniería De Diseño Gráfico,1
1216,Ingeniería De Gestión Empresarial,1
1217,Ingeniería De Gestión Minera,1
1218,Ingeniería De Higiene Y Seguridad Industrial,1
1219,Ingeniería De Industria Alimentaria,1
1220,Ingeniería De Industrias Alimentarias,1
1221,Ingeniería De La Energía,1
1222,Ingeniería De La Información,1
1223,Ingeniería De Las Telecomunicaciones,1
1224,Ingeniería De Mantenimiento,1
1225,Ingeniería De Materiales,1
1226,Ingeniería De Minas,1
1227,Ingeniería De Negocios Agronómicos Y Forestales,1
1228,Ingeniería De Petróleo,1
1229,Ingeniería De Petróleo Y Gas Natural,1
1230,Ingeniería De Producción,1
1231,Ingeniería De Proyectos,1
1232,Ingeniería De Recursos Humanos,1
1233,Ingeniería De Redes Y Comunicaciones,1
1234,Ingeniería De Refrigeración Y Aire Acondicionado,1
1235,Ingeniería De Seguridad Industrial E Higiene Ocupacional,1
1236,Ingeniería De Seguridad Industrial Y Minera,1
1237,Ingeniería De Seguridad Y Auditoría Informática,1
1238,Ingeniería De Seguridad Y Salud En El Trabajo,1
1239,Ingeniería De Sistemas,1
1240,Ingeniería De Sistemas Computacionales,1
1241,Ingeniería De Sistemas De Información,1
1242,Ingeniería De Sistemas De Información Y Gestión,1
1243,Ingeniería De Sistemas E Informática,1
1244,Ingeniería De Sistemas Y Computación,1
1245,Ingeniería De Sistemas Y Gestión De Tecnologías De Información,1
1246,"Ingeniería De Sistemas, Mención En Tecnología De Información Y Comunicación",1
1247,Ingeniería De Software,1
1248,Ingeniería De Software Y Sistemas,1
1249,Ingeniería De Soldadura,1
1250,Ingeniería De Tecnologías De Información Y Sistemas,1
1251,Ingeniería De Telecomunicaciones,1
1252,Ingeniería De Telecomunicaciones Y Redes,1
1253,Ingeniería De Transportes,1
1254,Ingeniería Del Agua,1
1255,Ingeniería Del Medio Ambiente Y Desarrollo,1
1256,Ingeniería Económica,1
1257,Ingeniería Económica Y De Negocios,1
1258,Ingeniería Eléctrica,1
1259,Ingeniería Eléctrica Con Mención En Gerencia De Proyectos De Ingeniería,1
1260,Ingeniería Eléctrica Con Mención En Gestión De Sistemas De Energía Eléctrica,1
1261,Ingeniería Eléctrica Y De Potencia,1
1262,Ingeniería Electromecánica,1
1263,Ingeniería Electrónica,1
1264,Ingeniería Electrónica Con Mención En Telecomunicaciones,1
1265,Ingeniería Electrónica Y De Telecomunicaciones,1
1266,Ingeniería Electrónica Y Telecomunicaciones,1
1267,Ingeniería Empresarial,1
1268,Ingeniería Empresarial Y De Sistemas,1
1269,Ingeniería En Acuicultura,1
1270,Ingeniería En Agronegocios,1
1271,Ingeniería En Biotecnología,1
1272,Ingeniería En Computación E Informática,1
1273,Ingeniería En Conservación De Suelos Y Agua,1
1274,Ingeniería En Ecología De Bosques Tropicales,1
1275,Ingeniería En Ecoturismo,1
1276,Ingeniería En Energía,1
1277,Ingeniería En Energías Renovables,1
1278,Ingeniería En Enología Y Viticultura,1
1279,Ingeniería En Gestión Ambiental,1
1280,Ingeniería En Gestión Empresarial,1
1281,Ingeniería En Industrias Alimentarias,1
1282,Ingeniería En Industrias Alimentarias Tropical,1
1283,Ingeniería En Informática Y Sistemas,1
1284,Ingeniería En Logística Y Transporte,1
1285,Ingeniería En Recursos Naturales Renovables,1
1286,Ingeniería En Seguridad Laboral Y Ambiental,1
1287,Ingeniería En Telecomunicaciones,1
1288,Ingeniería Energética,1
1289,Ingeniería Estadística,1
1290,Ingeniería Estadística E Informática,1
1291,Ingeniería Estructural,1
1292,Ingeniería Financiera,1
1293,Ingeniería Física,1
1294,Ingeniería Forestal,1
1295,Ingeniería Forestal Tropical,1
1296,Ingeniería Forestal Y Ambiental,1
1297,Ingeniería Forestal Y Medio Ambiente,1
1298,Ingeniería Geofísica,1
1299,Ingeniería Geográfica,1
1300,Ingeniería Geológica,1
1301,Ingeniería Geológica-Geotecnia,1
1302,Ingeniería Hidráulica,1
1303,Ingeniería Hidrogeológica,1
1304,Ingeniería Industrial,1
1305,Ingeniería Industrial Con Mención En Finanzas,1
1306,Ingeniería Industrial Con Mención En Gerencia De La Calidad Y Productividad,1
1307,Ingeniería Industrial Con Mención En Gerencia En Logística,1
1308,Ingeniería Industrial Con Mención En Gestión De Operaciones,1
1309,Ingeniería Industrial Con Mención En Gestión Logística,1
1310,Ingeniería Industrial Con Mención En Logística,1
1311,Ingeniería Industrial Pesquera,1
1312,Ingeniería Industrial Y Comercial,1
1313,Ingeniería Industrial Y De Gestión Empresarial,1
1314,Ingeniería Industrial Y De Sistemas,1
1315,Ingeniería Informática,1
1316,Ingeniería Informática Y De Sistemas,1
1317,Ingeniería Informática Y Sistemas,1
1318,Ingeniería Logística Y Comercio Internacional,1
1319,Ingeniería Logística Y De Transporte,1
1320,Ingeniería Marítima Con Mención Máquinas,1
1321,Ingeniería Marítima Con Mención Puente,1
1322,Ingeniería Mecánica,1
1323,Ingeniería Mecánica De Fluidos,1
1324,Ingeniería Mecánica Eléctrica,1
1325,Ingeniería Mecánica Y Eléctrica,1
1326,Ingeniería Mecánico - Eléctrica,1
1327,Ingeniería Mecánico Eléctrica,1
1328,Ingeniería Mecatrónica,1
1329,Ingeniería Metalúrgica,1
1330,Ingeniería Metalúrgica Y De Materiales,1
1331,Ingeniería Meteorológica Y Gestión De Riesgos Climáticos,1
1332,Ingeniería Naval,1
1333,Ingeniería Pesquera,1
1334,Ingeniería Pesquera Acuícola,1
1335,Ingeniería Petroquímica,1
1336,Ingeniería Química,1
1337,Ingeniería Química Ambiental,1
1338,Ingeniería Química Del Gas Natural Y Energía,1
1339,Ingeniería Química Industrial,1
1340,Ingeniería Sanitaria,1
1341,Ingeniería Textil,1
1342,Ingeniería Textil Y Confecciones,1
1343,Ingeniería Textil Y De Confecciones,1
1344,Ingeniería Topográfica Y Agrimensura,1
1345,Ingeniería Vial,1
1346,Ingeniería Y Ciencia De Los Materiales,1
1347,Ingeniería Y Ciencias Ambientales,1
1348,Ingeniería Y Gestión Ambiental,1
1349,Ingeniería Zootecnia,1
1350,Ingeniería Zootécnica,1
1351,Ingeniería Zootecnista,1
1352,Inmunología,1
1353,Inmunología Y Alergia,1
1354,Innovación Agraria Para El Desarrollo Rural,1
1355,Innovaciones Pedagógicas,1
1356,Integración E Innovación Educativa De Las Tecnologías De La Información Y La Comunicación,1
1357,International Business,1
1358,Intervención Clínica Psicoanalítica,1
1359,Intervención Temprana En Niños Con Y Sin Necesidades Educativas Especiales,1
1360,Investigación Clínica,1
1361,Investigación De Operaciones Y Sistemas,1
1362,Investigación Jurídica,1
1363,Investigación Médica,1
1364,Investigación Operativa,1
1365,Investigación Y Docencia Universitaria,1
1366,Investigación Y Gestión Educativa,1
1367,Laboratorio Clínico Y Anatomía Patológica,1
1368,Lengua Y Literatura,1
1369,Lingüística,1
1370,Lingüística Con Mención En Estudios Andinos,1
1371,Lingüística Hispánica,1
1372,Lingüística Y Literatura,1
1373,Literatura,1
1374,Literatura Hispanoamericana,1
1375,Literatura Peruana Y Latinoamericana,1
1376,Literatura Y Lingüística,1
1377,Logística,1
1378,Logopedia Infantil,1
1379,Maestría De Ciencias En Investigación Clínica,1
1380,Maestría De Especialización En Derecho Matrimonial Canónico,1
1381,Maestría De Gestión En Salud,1
1382,Maestría De Investigación En Computer Science,1
1383,Maestría De Investigación En Ingeniería Civil,1
1384,Maestría Ejecutiva En Administración De Empresas,1
1385,Maestría En Actividad Física Y Salud,1
1386,"Maestría En Actividad Física, Entrenamiento Y Gestión Deportiva",1
1387,Maestría En Acuicultura,1
1388,Maestría En Acuicultura Y Gestión Ambiental,1
1389,Maestría En Administración,1
1390,Maestría En Administración Con Especialización En Innovación Y Gestión De La Ciencia Y Tecnología,1
1391,"Maestría En Administración Con Mención En Administración De Negocios, Mba",1
1392,Maestría En Administración Con Mención En Dirección De Recursos Humanos,1
1393,Maestría En Administración Con Mención En Gerencia Empresarial,1
1394,Maestría En Administración Con Mención En Gerencia Gubernamental,1
1395,Maestría En Administración Con Mención En Gestión Pública,1
1396,Maestría En Administración Con Mención En Negocios Internacionales Y Logística De Exportación,1
1397,Maestría En Administración De Agronegocios,1
1398,Maestría En Administración De Empresas,1
1399,Maestría En Administración De Empresas De Salud,1
1400,Maestría En Administración De Empresas Directivo,1
1401,Maestría En Administración De Empresas Ejecutivo,1
1402,Maestría En Administración De Empresas Internacional,1
1403,Maestría En Administración De Empresas Y Tecnología,1
1404,"Maestría En Administración De Empresas, Modalidad Internacional",1
1405,"Maestría En Administración De Empresas, Modalidad Internacional Global Executive Mba",1
1406,Maestría En Administración De La Educación,1
1407,Maestría En Administración De Negocios,1
1408,Maestría En Administración De Negocios (Mba),1
1409,Maestría En Administración De Negocios Con Mención En Administración De Recursos Humanos,1
1410,Maestría En Administración De Negocios Con Mención En Finanzas,1
1411,Maestría En Administración De Negocios Y Emprendimiento,1
1412,Maestría En Administración De Negocios Y Finanzas Internacionales-Mba Internacional,1
1413,Maestría En Administración De Negocios-Executive Mba,1
1414,Maestría En Administración De Negocios-Mba,1
1415,Maestría En Administración De Servicios De Salud,1
1416,Maestría En Administración Educativa,1
1417,Maestría En Administración Estratégica,1
1418,Maestría En Administración Executive Mba,1
1419,Maestría En Administración Mención Administración Estratégica De Empresas,1
1420,Maestría En Administración Mención Finanzas,1
1421,Maestría En Administración Mención Gerencia De La Educación,1
1422,Maestría En Administración Mención Gestión De Proyectos Públicos Y Privados,1
1423,Maestría En Administración Mención Gestión Del Turismo,1
1424,Maestría En Administración Mención Gestión Pública Y Desarrollo Empresarial,1
1425,Maestría En Administración Mención Marketing Y Gestión De Negocios Internacionales,1
1426,Maestría En Administración Pública,1
1427,Maestría En Administración Pública Y Gobierno Mención Gerencia Municipal Y Regional,1
1428,Maestría En Administración Pública Y Gobierno Mención Gerencia Pública Corporativa,1
1429,Maestría En Administración Y Dirección De Empresas,1
1430,Maestría En Administración Y Dirección De Negocios,1
1431,Maestría En Administración Y Dirección De Proyectos,1
1432,Maestría En Administración Y Dirección De Tecnologías De La Información,1
1433,Maestría En Administración Y Gerencia Social,1
1434,Maestría En Administración Y Gestión Empresarial,1
1435,Maestría En Administración Y Gestión Estratégica,1
1436,Maestría En Administración Y Marketing Digital,1
1437,Maestría En Agroexportación,1
1438,Maestría En Agronegocios,1
1439,Maestría En Alta Dirección Y Liderazgo,1
1440,Maestría En Alta Gerencia De Servicios De Salud,1
1441,Maestría En Antropología Jurídica,1
1442,Maestría En Antropología Social,1
1443,Maestría En Arquitectura,1
1444,Maestría En Arquitectura Con Mención En Gestión Empresarial,1
1445,Maestría En Arquitectura Con Mención En Planificación Urbana,1
1446,Maestría En Arquitectura Especialidad En Gestión De Riesgos En Proyectos De Infraestructura,1
1447,Maestría En Arquitectura Mención En Arquitectura Sostenible,1
1448,Maestría En Arquitectura Mención En Gerencia De Desarrollo Urbano-Regional,1
1449,Maestría En Arquitectura Mención En Gerencia De La Construcción Sostenible,1
1450,"Maestría En Arquitectura Mención Gestión Del Patrimonio Cultural, Centros Y Sitios Históricos",1
1451,Maestría En Arquitectura Paisajista,1
1452,Maestría En Arquitectura Y Sostenibilidad,1
1453,"Maestría En Arquitectura, Ciudad Y Paisaje",1
1454,"Maestría En Arquitectura, Mención: Didáctica Del Diseño Arquitectónico",1
1455,Maestría En Artes,1
1456,Maestría En Aseguramiento De La Calidad,1
1457,Maestría En Atención Integral En Salud,1
1458,Maestría En Atención Primaria De Salud,1
1459,Maestría En Audición Y Lenguaje,1
1460,Maestría En Auditoría,1
1461,Maestría En Auditoría Con Mención En Auditoría Integral,1
1462,Maestría En Auditoría Contable Y Financiera,1
1463,Maestría En Auditoría Integral,1
1464,Maestría En Auditoría Y Gestión De Riesgos,1
1465,Maestría En Auditoría Y Gestión Empresarial,1
1466,Maestría En Auditoría Y Gestión Pública,1
1467,Maestría En Banca Y Finanzas,1
1468,Maestría En Bioética,1
1469,Maestría En Bioética Y Bioderecho,1
1470,Maestría En Bioética Y Biojurídica,1
1471,Maestría En Bioquímica Y Biología Molecular,1
1472,Maestría En Buen Gobierno Y Sistema Electoral,1
1473,Maestría En Cambio Climático,1
1474,Maestría En Cambio Climático Y Desarrollo Sostenible,1
1475,"Maestría En Cambio Climático, Agricultura Y Desarrollo Rural Sostenible",1
1476,Maestría En Ciberseguridad Y Gestión De La Información,1
1477,Maestría En Ciencia Animal Mención En Producción Animal,1
1478,Maestría En Ciencia Animal Mención En Reproducción Animal,1
1479,Maestría En Ciencia Animal Mención En Salud Animal,1
1480,Maestría En Ciencia Criminalística,1
1481,Maestría En Ciencia De Datos,1
1482,Maestría En Ciencia De La Computación,1
1483,Maestría En Ciencia De Los Datos,1
1484,Maestría En Ciencia Política,1
1485,Maestría En Ciencia Política Con Mención En Gerencia Pública,1
1486,Maestría En Ciencia Política Con Mención En Instituciones Políticas Y Procesos Electorales,1
1487,Maestría En Ciencia Y Tecnología De Alimentos,1
1488,Maestría En Ciencia Y Tecnología De Alimentos: Enología,1
1489,Maestría En Ciencias,1
1490,"Maestría En Ciencias Administrativas, Con Mención En Gestión Pública",1
1491,Maestría En Ciencias Agrarias,1
1492,Maestría En Ciencias Agrarias Con Mención En Agricultura Sostenible Para Exportación,1
1493,Maestría En Ciencias Agrícolas Con Mención En Agricultura Sostenible,1
1494,Maestría En Ciencias Agrícolas Mención: Agricultura Sostenible,1
1495,Maestría En Ciencias Agrícolas Mención: Cultivos Tropicales,1
1496,Maestría En Ciencias Agrícolas Mención: Sanidad Vegetal,1
1497,Maestría En Ciencias Agroindustriales,1
1498,Maestría En Ciencias Agropecuarias,1
1499,Maestría En Ciencias Ambientales,1
1500,Maestría En Ciencias Biomédicas,1
1501,"Maestría En Ciencias Con Mención En Arquitectura - Historia, Teoría Y Crítica",1
1502,Maestría En Ciencias Con Mención En Biología De La Salud,1
1503,Maestría En Ciencias Con Mención En Biotecnología Molecular,1
1504,Maestría En Ciencias Con Mención En Ciencia De Los Materiales,1
1505,Maestría En Ciencias Con Mención En Contabilidad: Auditoría,1
1506,Maestría En Ciencias Con Mención En Desarrollo Agrario Sostenible,1
1507,Maestría En Ciencias Con Mención En Ecología Y Desarrollo,1
1508,Maestría En Ciencias Con Mención En Energética,1
1509,Maestría En Ciencias Con Mención En Enfermería En Salud Del Adulto Y Del Anciano,1
1510,Maestría En Ciencias Con Mención En Enfermería En Salud Del Niño Y Del Adolescente,1
1511,Maestría En Ciencias Con Mención En Enseñanza De La Matemática,1
1512,Maestría En Ciencias Con Mención En Genética Molecular,1
1513,Maestría En Ciencias Con Mención En Gestión Ambiental,1
1514,Maestría En Ciencias Con Mención En Gestión Ambiental Y Desarrollo Sostenible,1
1515,Maestría En Ciencias Con Mención En Gestión De Riesgos De Desastres Y Responsabilidad Social,1
1516,Maestría En Ciencias Con Mención En Ingeniería Mecatrónica,1
1517,Maestría En Ciencias Con Mención En Matemática Aplicada,1
1518,"Maestría En Ciencias Con Mención En Nutrición, Deporte Y Estética",1
1519,Maestría En Ciencias Con Mención En Planificación En Ordenamiento Territorial Y Desarrollo Urbano,1
1520,Maestría En Ciencias Con Mención En Planificación Y Manejo De Áreas Naturales Protegidas,1
1521,Maestría En Ciencias Con Mención En Proyectos De Inversión,1
1522,Maestría En Ciencias Con Mención En Seguridad Alimentaria Y Desarrollo Humano,1
1523,Maestría En Ciencias Con Mención En Tecnología De La Información,1
1524,Maestría En Ciencias Con Mención En: Ciencia Y Tecnología De Materiales,1
1525,Maestría En Ciencias Con Mención En: Gerencia En La Construcción,1
1526,Maestría En Ciencias Con Mención En: Ingeniería Ambiental,1
1527,Maestría En Ciencias Contables Mención: Auditoría Integral,1
1528,Maestría En Ciencias Contables Y Financieras Con Mención En Auditoría Y Control,1
1529,Maestría En Ciencias Contables Y Financieras Con Mención En Contabilidad Y Gestión Gubernamental,1
1530,Maestría En Ciencias Contables Y Financieras Con Mención En Finanzas Empresariales,1
1531,Maestría En Ciencias Contables Y Financieras Con Mención En Tributación,1
1532,"Maestría En Ciencias Contables, Con Mención En Auditoría Y Tributación",1
1533,Maestría En Ciencias De Enfermería,1
1534,Maestría En Ciencias De Enfermería Con Mención En Adulto Y Anciano,1
1535,Maestría En Ciencias De Enfermería Con Mención En Gerencia De Los Cuidados De Enfermería,1
1536,Maestría En Ciencias De Enfermería Con Mención En Materno Infantil,1
1537,Maestría En Ciencias De Enfermería Con Mención En Niño Y Adolescente,1
1538,Maestría En Ciencias De Enfermería: Gerontología Y Geriatría,1
1539,Maestría En Ciencias De Ingeniería; Mención En Agronegocios Y Comercio Internacional,1
1540,Maestría En Ciencias De Ingeniería; Mención En Ecología Y Gestión Ambiental,1
1541,Maestría En Ciencias De Ingeniería; Mención En Gestión De Tecnología De La Información Y Comunicación,1
1542,Maestría En Ciencias De Ingeniería; Mención En Planeación Estratégica Y Gestión En Ingeniería De Proyectos,1
1543,Maestría En Ciencias De Ingeniería; Mención En Producción Animal,1
1544,Maestría En Ciencias De Ingeniería; Mención En Seguridad Y Salud Minera,1
1545,"Maestría En Ciencias De La Administración, Con Mención En Gestión Pública Y Desarrollo Local",1
1546,Maestría En Ciencias De La Computación,1
